filename,locale,voice,text
009fb05b4e07dc8f.mp3,de-DE,de-DE-KatjaNeural,Während des Essens sprachen wir über die Arbeit.
00a05d0acbbbb2a4.mp3,de-DE,de-DE-KatjaNeural,Normalerweise stehe ich um 7 Uhr auf.
00a5cd77c9f78d20.mp3,de-DE,de-DE-KatjaNeural,Das ist sehr rücksichtsvoll.
00a7fad35d419dc3.mp3,de-DE,de-DE-KatjaNeural,Er weist den Weg.
00acc6820c61a3aa.mp3,de-DE,de-DE-KatjaNeural,In welche Richtung?
00bb2da04bb3dbb1.mp3,de-DE,de-DE-KatjaNeural,Wir besprechen den Anbieter im Kurs.
00be736f842ef132.mp3,de-DE,de-DE-KatjaNeural,"der Ersatzakku, -s"
00c1679071c38495.mp3,de-DE,de-DE-KatjaNeural,anerkennen
00c9efab2d03f6e2.mp3,de-DE,de-DE-KatjaNeural,Der April ist der vierte Monat.
00cd291d14693dc7.mp3,de-DE,de-DE-KatjaNeural,der Brandschutz
00d3092d76f1d603.mp3,de-DE,de-DE-KatjaNeural,verhandeln
00dac73a853eba23.mp3,de-DE,de-DE-KatjaNeural,Ihr Berufsweg war nicht immer einfach.
00dbc17d5a99d354.mp3,de-DE,de-DE-KatjaNeural,bemühte
00e3f37eea4bfdcd.mp3,de-DE,de-DE-KatjaNeural,die Lagerlogistik
00edc0f8bd65e93a.mp3,de-DE,de-DE-KatjaNeural,"der Versuchsablauf, -abläufe"
00ee42edcf702861.mp3,de-DE,de-DE-KatjaNeural,hatte sich gefreut
00f45fcbac7a961c.mp3,de-DE,de-DE-KatjaNeural,"der Osten, Sg."
00ffdf20fef7235e.mp3,de-DE,de-DE-KatjaNeural,Ich leihe mir ein Buch aus.
01056b0a28a1766f.mp3,de-DE,de-DE-KatjaNeural,Wir besprechen den Skonto im Kurs.
01067cc754489847.mp3,de-DE,de-DE-KatjaNeural,übernehmen
0112eefb2f5809d5.mp3,de-DE,de-DE-KatjaNeural,hatte behoben
0115fc23fcb9d083.mp3,de-DE,de-DE-KatjaNeural,"die Tomate, -n"
011deea06d28dfba.mp3,de-DE,de-DE-KatjaNeural,hat beeinträchtigt
0126bf9e19e21ebe.mp3,de-DE,de-DE-KatjaNeural,stickig
0126d3b702b96800.mp3,de-DE,de-DE-KatjaNeural,"der oder die Polizist oder in, -en oder -nen"
012bf47913d08013.mp3,de-DE,de-DE-KatjaNeural,hat abgegeben
013016116e157394.mp3,de-DE,de-DE-KatjaNeural,"Fernsehserie, die, -n"
013135d1d91b1a78.mp3,de-DE,de-DE-KatjaNeural,Er hat einen unbefristeten Arbeitsvertrag.
01384bb1fe9d528f.mp3,de-DE,de-DE-KatjaNeural,beeilte sich
013870b4afa889cd.mp3,de-DE,de-DE-KatjaNeural,hat gepriesen
013971c75473df2f.mp3,de-DE,de-DE-KatjaNeural,übernehmte
013d11ac29aba24e.mp3,de-DE,de-DE-KatjaNeural,nachbestellen
013f70efea6f85d3.mp3,de-DE,de-DE-KatjaNeural,die Teamfähigkeit
0146661f107298fc.mp3,de-DE,de-DE-KatjaNeural,hat gefangen
0154eb827f04d62c.mp3,de-DE,de-DE-KatjaNeural,Sie wäscht sich die Hände.
015546df3b3bbdd1.mp3,de-DE,de-DE-KatjaNeural,Die Temperatur sinkt im Winter.
015b399cf7790b0e.mp3,de-DE,de-DE-KatjaNeural,hatte sich leisten können
0164410af45375ed.mp3,de-DE,de-DE-KatjaNeural,Wir haben unser Ziel erreicht.
0169faca4deebbc7.mp3,de-DE,de-DE-KatjaNeural,hat
016fda45f683de7f.mp3,de-DE,de-DE-KatjaNeural,"das Wetter, Sg."
0171cfd9e92775b5.mp3,de-DE,de-DE-KatjaNeural,Der Grill ist heiß.
0171ee90769fe863.mp3,de-DE,de-DE-KatjaNeural,dokumentieren (etwas)
017775718147c13b.mp3,de-DE,de-DE-KatjaNeural,ländlicher Raum
01777a680d1e1c06.mp3,de-DE,de-DE-KatjaNeural,wahrscheinlich
017dc6230adc53b5.mp3,de-DE,de-DE-KatjaNeural,"die Steuer, -n"
018659d418a51a77.mp3,de-DE,de-DE-KatjaNeural,In Zukunft möchte ich weniger arbeiten.
018be0ca4e0b75ff.mp3,de-DE,de-DE-KatjaNeural,hob
01981ba36f553ebe.mp3,de-DE,de-DE-KatjaNeural,hatte abgemildert
01a206c1dd5db91d.mp3,de-DE,de-DE-KatjaNeural,Der Marktleiter ist für den Umsatz verantwortlich.
01abb9d6d5cd155d.mp3,de-DE,de-DE-KatjaNeural,Das Aufgabengebiet umfasst mehrere Bereiche.
01aee5e5cbbc4b64.mp3,de-DE,de-DE-KatjaNeural,Ich sehe die Publikumsmesse.
01b3ff7dcc1eaf3b.mp3,de-DE,de-DE-KatjaNeural,Wir sprechen über die Infektionskrankheit.
01b48f539755e68a.mp3,de-DE,de-DE-KatjaNeural,Das Geschäftskonto ist hier wichtig.
01bb4cd1829787f8.mp3,de-DE,de-DE-KatjaNeural,"die Bakterie, -n"
01bb9ed1c094089b.mp3,de-DE,de-DE-KatjaNeural,hatte verbessert
01be07ef4bb25588.mp3,de-DE,de-DE-KatjaNeural,"die Kernarbeitszeit, -en"
01cc6f78091ae08b.mp3,de-DE,de-DE-KatjaNeural,verschiebt
01dbe72dd5627b0e.mp3,de-DE,de-DE-KatjaNeural,"das Organigramm, -e"
01dc1e2ea56ca486.mp3,de-DE,de-DE-KatjaNeural,Woher kommen Sie?
01dd46fa6c429e33.mp3,de-DE,de-DE-KatjaNeural,"Chat, der, -s"
01def70de43f83c7.mp3,de-DE,de-DE-KatjaNeural,Sie geht auf das Gymnasium.
01ea70d14b9d6fdb.mp3,de-DE,de-DE-KatjaNeural,"die Pflegeeinrichtung, -en"
01f5e93127e4b6ad.mp3,de-DE,de-DE-KatjaNeural,etwas erhitzen
0201ea3ed98c26ed.mp3,de-DE,de-DE-KatjaNeural,"die Gebühr, -en"
02021092861813cb.mp3,de-DE,de-DE-KatjaNeural,"Integrationskurs, der, -e"
0204f3c1f4090744.mp3,de-DE,de-DE-KatjaNeural,"der Kleingartenverein, -e"
0212549cd8969f3a.mp3,de-DE,de-DE-KatjaNeural,"die Ernährung, Sg."
021b6d2578afafac.mp3,de-DE,de-DE-KatjaNeural,ist geritten
0222de87e1361f02.mp3,de-DE,de-DE-KatjaNeural,gestalten (etwas)
02240c7ce228ff45.mp3,de-DE,de-DE-KatjaNeural,"Geschwindigkeitsbeschränkung, die, -en"
0229187838dd0126.mp3,de-DE,de-DE-KatjaNeural,Die Verbreitung des Virus ist hoch.
022b75f27c58f067.mp3,de-DE,de-DE-KatjaNeural,der Juni
0230a2b2e54556ed.mp3,de-DE,de-DE-KatjaNeural,gabte ... auf
023171f27c5d5549.mp3,de-DE,de-DE-KatjaNeural,der Juli
023a996c46f5a022.mp3,de-DE,de-DE-KatjaNeural,das Marketing
023b1fd261950332.mp3,de-DE,de-DE-KatjaNeural,"die Elternzeit, -en"
0247903c198cc29f.mp3,de-DE,de-DE-KatjaNeural,hatte vertieft
024abcf97b8e1563.mp3,de-DE,de-DE-KatjaNeural,"das Datenvolumen, -"
024d0c914feeb239.mp3,de-DE,de-DE-KatjaNeural,recycet
024e55c1a34f90a6.mp3,de-DE,de-DE-KatjaNeural,Das Flugschiff war eine frühe Form des Flugzeugs.
02607a03e7e04a8c.mp3,de-DE,de-DE-KatjaNeural,"der Apfel, -"
02624c30fe54ffb5.mp3,de-DE,de-DE-KatjaNeural,füllt ein
026529d352819cf6.mp3,de-DE,de-DE-KatjaNeural,gute oder schlechte Erinnerungen haben
0267fca7871eb3dc.mp3,de-DE,de-DE-KatjaNeural,"Schadstoff, der, -e"
02719040cc56b42f.mp3,de-DE,de-DE-KatjaNeural,hat abgewägt
02739601b4d3bf80.mp3,de-DE,de-DE-KatjaNeural,Das Prüfstück ist hier wichtig.
027670501b0f88e0.mp3,de-DE,de-DE-KatjaNeural,fantastisch
027d0ca2e6751a11.mp3,de-DE,de-DE-KatjaNeural,hat vorgeherrscht
027fac0970b25c3f.mp3,de-DE,de-DE-KatjaNeural,"der oder die Jugendliche, -n oder -n"
0286ed972c39d0b4.mp3,de-DE,de-DE-KatjaNeural,hat geblasen
0290d60f28be87e6.mp3,de-DE,de-DE-KatjaNeural,zurückschicken
0291b1ecea66706a.mp3,de-DE,de-DE-KatjaNeural,hat gehangen oder gehängt
029cd65f9253b64e.mp3,de-DE,de-DE-KatjaNeural,"Recht, das, -e"
02a4531e61e8206c.mp3,de-DE,de-DE-KatjaNeural,hatte gelitten
02a59fe591422920.mp3,de-DE,de-DE-KatjaNeural,Die Temperatur ist zu hoch.
02ab53155504db09.mp3,de-DE,de-DE-KatjaNeural,dringend
02ad654c5cbb6b38.mp3,de-DE,de-DE-KatjaNeural,ist bekommen
02ae67bde579d582.mp3,de-DE,de-DE-KatjaNeural,Ich sehe die Erstattung.
02b03a102a5d13ab.mp3,de-DE,de-DE-KatjaNeural,Der Existenzgründer ist hier wichtig.
02b09b055ea25913.mp3,de-DE,de-DE-KatjaNeural,allerdings
02b2b7b799b0be09.mp3,de-DE,de-DE-KatjaNeural,hat vereinbart
02b87d778ee470c1.mp3,de-DE,de-DE-KatjaNeural,Ich mache gute Erfahrungen mit dem Kurs.
02ba3b2b9f0aecf3.mp3,de-DE,de-DE-KatjaNeural,Ich fahre mit der Linie 5.
02c955e434c20386.mp3,de-DE,de-DE-KatjaNeural,widerruft
02dace9c5a8fd7c4.mp3,de-DE,de-DE-KatjaNeural,etwas bewerten
02e7055dd5dfd185.mp3,de-DE,de-DE-KatjaNeural,Das gefällt mir gar nicht.
02ed2d38f4083713.mp3,de-DE,de-DE-KatjaNeural,Ich gehe zu meiner Oma.
02ee0603e4a1a66f.mp3,de-DE,de-DE-KatjaNeural,trainieren
02ef033d02f9b813.mp3,de-DE,de-DE-KatjaNeural,"Lottogewinn, der"
02f00b47f1b6276a.mp3,de-DE,de-DE-KatjaNeural,Die Betroffenen des Unfalls wurden versorgt.
02f8146aad1e41f6.mp3,de-DE,de-DE-KatjaNeural,Die Kinder lachen viel.
02f8bba3054e92e4.mp3,de-DE,de-DE-KatjaNeural,"die Messung, -en"
02f96a126033494d.mp3,de-DE,de-DE-KatjaNeural,"Trinkwasser, das, Sg."
03098f8248c55514.mp3,de-DE,de-DE-KatjaNeural,"der Beamte, -n"
030b7d5de5905e09.mp3,de-DE,de-DE-KatjaNeural,einbringen
030bc9125d923391.mp3,de-DE,de-DE-KatjaNeural,wartet
030bcf125d923dc3.mp3,de-DE,de-DE-KatjaNeural,warten
0316717f8c55bfef.mp3,de-DE,de-DE-KatjaNeural,hatte erfolgt
0316c3fe96da01bc.mp3,de-DE,de-DE-KatjaNeural,Ich bin einverstanden mit dem Vorschlag.
031abeb922e15c2e.mp3,de-DE,de-DE-KatjaNeural,Ich mache oft Überstunden.
0320e37d6e68aec8.mp3,de-DE,de-DE-KatjaNeural,"der Aushang, -e"
0324f9407439d2e7.mp3,de-DE,de-DE-KatjaNeural,Wo wohnst du?
03279f949d17d456.mp3,de-DE,de-DE-KatjaNeural,"die Verstärkung, -en"
0329128d3ed6505e.mp3,de-DE,de-DE-KatjaNeural,Wir besprechen die Kleinigkeit im Kurs.
032e2d50a0520383.mp3,de-DE,de-DE-KatjaNeural,anheben
0330cc56f3100af0.mp3,de-DE,de-DE-KatjaNeural,Der Fahrer hat das Stoppschild übersehen.
033ed4125dbd9fdb.mp3,de-DE,de-DE-KatjaNeural,wartte
034c9e60a18c6629.mp3,de-DE,de-DE-KatjaNeural,die Konjunktur
035616e4447f4d57.mp3,de-DE,de-DE-KatjaNeural,"Differenz, die, -en"
03576a0c33a46888.mp3,de-DE,de-DE-KatjaNeural,hat gelesen
03579afef4ab046b.mp3,de-DE,de-DE-KatjaNeural,Der Online‑Kauf ist oft günstiger.
0359a62d8f5e3be2.mp3,de-DE,de-DE-KatjaNeural,Die Lage verschärft sich zunehmend.
036544089cc16635.mp3,de-DE,de-DE-KatjaNeural,"der Schmuck, Sg."
0365cf78f57043de.mp3,de-DE,de-DE-KatjaNeural,Ich brauche die Urlaubsvertretung für die Arbeit.
036a1489d11dfc70.mp3,de-DE,de-DE-KatjaNeural,lagert aus
036e01400e2c2f85.mp3,de-DE,de-DE-KatjaNeural,Ich gehe regelmäßig zum Arzt.
03745e8abf4d8e33.mp3,de-DE,de-DE-KatjaNeural,Ich sehe die Vertretung.
0376537cb533341a.mp3,de-DE,de-DE-KatjaNeural,etwas aushängen
037ce445aba4d5b1.mp3,de-DE,de-DE-KatjaNeural,Die Urlaubszeit ist im Sommer.
037d7bf43c2dd21c.mp3,de-DE,de-DE-KatjaNeural,hat gefreihaltt
037eb40f81118b0a.mp3,de-DE,de-DE-KatjaNeural,zusammenhalten
0385a0db2ec39375.mp3,de-DE,de-DE-KatjaNeural,Wir besprechen die Versicherung im Kurs.
0387fd29c3b34d7f.mp3,de-DE,de-DE-KatjaNeural,leiten
03881729c3b379ad.mp3,de-DE,de-DE-KatjaNeural,leitet
03a58e9abe96d592.mp3,de-DE,de-DE-KatjaNeural,Er war eine Kriegswaise und wuchs im Heim auf.
03a8b8b795e5ae6d.mp3,de-DE,de-DE-KatjaNeural,hat geschildert
03b6756078a18f48.mp3,de-DE,de-DE-KatjaNeural,Wo ist der Ausgang?
03bb0229c3deaf97.mp3,de-DE,de-DE-KatjaNeural,leitte
03c0feb8946eee32.mp3,de-DE,de-DE-KatjaNeural,"der Endkunde, -n"
03c25f68ebab2a76.mp3,de-DE,de-DE-KatjaNeural,Die Kosten betragen 1000 Euro.
03c7875cf2e2fd11.mp3,de-DE,de-DE-KatjaNeural,Er gibt mir einen Tipp.
03cadfa6442ff01a.mp3,de-DE,de-DE-KatjaNeural,"König oder in, der oder die, -e oder -nen"
03d6af203d2e5a8d.mp3,de-DE,de-DE-KatjaNeural,ruhig
03d954198df1d8fb.mp3,de-DE,de-DE-KatjaNeural,"der Schleier, -"
03e75f449565209f.mp3,de-DE,de-DE-KatjaNeural,Die Heizung ist aus.
03ea9f3b3838b28a.mp3,de-DE,de-DE-KatjaNeural,hatte gepfiffen
03f71e65dc469bcd.mp3,de-DE,de-DE-KatjaNeural,"das Schild, -er"
03fdc9cdeffeae58.mp3,de-DE,de-DE-KatjaNeural,hatte ausgegeben
03ff82a2e4fd875a.mp3,de-DE,de-DE-KatjaNeural,"Einkommen, das, -"
04074e0dd434519a.mp3,de-DE,de-DE-KatjaNeural,hat eingetragen
040af13fc698a686.mp3,de-DE,de-DE-KatjaNeural,digital
040bb101805eb6cc.mp3,de-DE,de-DE-KatjaNeural,"die Kleinigkeit, -en"
041266f6ea258555.mp3,de-DE,de-DE-KatjaNeural,Bitte den Sicherheitsgurt anlegen!
04183971a5a4b67d.mp3,de-DE,de-DE-KatjaNeural,"der Abschluss, -e"
041f7a53eebadd4c.mp3,de-DE,de-DE-KatjaNeural,aufhören
0423d38bd5766c26.mp3,de-DE,de-DE-KatjaNeural,hatte geboten
042f77dca1a4d4ab.mp3,de-DE,de-DE-KatjaNeural,fertigstellt
04317a43171fc93c.mp3,de-DE,de-DE-KatjaNeural,Die Agentur für Arbeit stellt einen Bildungsgutschein aus.
0433ae801b339661.mp3,de-DE,de-DE-KatjaNeural,"Man geht davon aus, dass die Preise steigen."
043479670519db6e.mp3,de-DE,de-DE-KatjaNeural,melken
0434ec8f2d6cdf4b.mp3,de-DE,de-DE-KatjaNeural,"Auf Wiederhören, Frau Schulz."
04371da01ad16886.mp3,de-DE,de-DE-KatjaNeural,die Grundsicherung
0438435716ebf481.mp3,de-DE,de-DE-KatjaNeural,stückeln
043a5c99bca40b69.mp3,de-DE,de-DE-KatjaNeural,Tschüss
0440197ad25bcf5f.mp3,de-DE,de-DE-KatjaNeural,flexibel
04423ab6b95f8b26.mp3,de-DE,de-DE-KatjaNeural,"das Hobby, -s"
044b0316932eb3c2.mp3,de-DE,de-DE-KatjaNeural,backen
044d66792c703308.mp3,de-DE,de-DE-KatjaNeural,stieg
04563f80da268b49.mp3,de-DE,de-DE-KatjaNeural,Das ist der gleiche Preis.
04573b5378e955e1.mp3,de-DE,de-DE-KatjaNeural,dagegen
04636733657ff937.mp3,de-DE,de-DE-KatjaNeural,stellt her
0466e01f7ceaaad6.mp3,de-DE,de-DE-KatjaNeural,"Einerseits ist das Auto teuer, andererseits ist es sehr komfortabel."
0467d8817e3669d5.mp3,de-DE,de-DE-KatjaNeural,stellte sich vor
046816e410dcea65.mp3,de-DE,de-DE-KatjaNeural,"die Werkstatt, -en"
04684354f50a50cb.mp3,de-DE,de-DE-KatjaNeural,Die Rechtsabteilung prüft die Verträge.
046ee2665bcde9c7.mp3,de-DE,de-DE-KatjaNeural,Die Kultur einer Stadt ist vielfältig.
0473bc3c3a1d0176.mp3,de-DE,de-DE-KatjaNeural,hat ferngesteuert
047ee1289810bbad.mp3,de-DE,de-DE-KatjaNeural,Die Gewährleistungsfrist ist hier wichtig.
047f113c2a721821.mp3,de-DE,de-DE-KatjaNeural,fragte
048014fab6ebd4ba.mp3,de-DE,de-DE-KatjaNeural,Wir besprechen den Hinflug im Kurs.
0491388691844df5.mp3,de-DE,de-DE-KatjaNeural,ist gezogen
0494fdaab4c6dacb.mp3,de-DE,de-DE-KatjaNeural,Die Ingenieurin entwirft das Gebäude.
04972750a211b149.mp3,de-DE,de-DE-KatjaNeural,Carsharing ist eine umweltfreundliche Alternative.
049a8a9c15630315.mp3,de-DE,de-DE-KatjaNeural,bedenkt
04a1134ea5beccdb.mp3,de-DE,de-DE-KatjaNeural,bereitte ... zu
04a9dade4926343d.mp3,de-DE,de-DE-KatjaNeural,"Fabrik, die, -en"
04ae5c2e02f9250d.mp3,de-DE,de-DE-KatjaNeural,"der Stuhl, -e"
04ae7e1f76eec899.mp3,de-DE,de-DE-KatjaNeural,"die Außendienstmitarbeiterin, -nen"
04aef19628b69a5c.mp3,de-DE,de-DE-KatjaNeural,Die Lieferzeit beträgt 3 Tage.
04b49b2a46f0a8b7.mp3,de-DE,de-DE-KatjaNeural,"Video, das, -s"
04b871b1783cc006.mp3,de-DE,de-DE-KatjaNeural,Wir besprechen das Museum im Kurs.
04b8e83c2aa34abd.mp3,de-DE,de-DE-KatjaNeural,fragen
04beafefd691813e.mp3,de-DE,de-DE-KatjaNeural,"Weiterbildungsangebot, das, -e"
04c075d4356a0a75.mp3,de-DE,de-DE-KatjaNeural,Er hat eine Nebenerwerbstätigkeit als Musiker.
04d813ba5ff73bf0.mp3,de-DE,de-DE-KatjaNeural,chillt
04e194383201d43e.mp3,de-DE,de-DE-KatjaNeural,"das Fahrzeug, -e"
04ec73e3d0d1542d.mp3,de-DE,de-DE-KatjaNeural,Der Kurs ist für Anfänger.
04f06f2fae34475c.mp3,de-DE,de-DE-KatjaNeural,Ich wohne bei meiner Mutter.
04f6d3a0aa7dd231.mp3,de-DE,de-DE-KatjaNeural,ist abgefahren
04f835be5ea0fadf.mp3,de-DE,de-DE-KatjaNeural,etwas verstauen
0507b474896814df.mp3,de-DE,de-DE-KatjaNeural,Ich muss den Text auswendig lernen.
0518d0c7a5057347.mp3,de-DE,de-DE-KatjaNeural,hatte übersehen
051dff861b2711e0.mp3,de-DE,de-DE-KatjaNeural,schließlich
052c660e3c527c23.mp3,de-DE,de-DE-KatjaNeural,ungeeignet
053056314be80473.mp3,de-DE,de-DE-KatjaNeural,"die Bruttovergütung, -en"
05348ef4c1fbd4d6.mp3,de-DE,de-DE-KatjaNeural,Ich habe Vorfahrt.
0538cb21040e0155.mp3,de-DE,de-DE-KatjaNeural,Die Bequemlichkeit des Online‑Einkaufs ist ein Vorteil.
053b3537910e58d6.mp3,de-DE,de-DE-KatjaNeural,hatte geklungen
053f0a636ccd401a.mp3,de-DE,de-DE-KatjaNeural,Wir sprechen über die Serviceleistung.
054369734963392b.mp3,de-DE,de-DE-KatjaNeural,sich halten
054555cc1ab869f3.mp3,de-DE,de-DE-KatjaNeural,der Gesundheitsschutz
0548baf8694ee52e.mp3,de-DE,de-DE-KatjaNeural,romantisch
054a8aec7815f7f8.mp3,de-DE,de-DE-KatjaNeural,"das Reiseziel, -e"
054bfd607347e998.mp3,de-DE,de-DE-KatjaNeural,Wir besprechen das Reiseziel im Kurs.
054f5698dc269f0d.mp3,de-DE,de-DE-KatjaNeural,hatte geklagt
055afde073cf0cc5.mp3,de-DE,de-DE-KatjaNeural,"die Entgeltfortzahlung, -en"
056206f1643631b1.mp3,de-DE,de-DE-KatjaNeural,Die Zwillinge gleichen sich sehr.
05625aeffa216118.mp3,de-DE,de-DE-KatjaNeural,"der Aufgabenbereich, -e"
0568b23bf6f1a03d.mp3,de-DE,de-DE-KatjaNeural,das Baugewerbe
0573a0704d642033.mp3,de-DE,de-DE-KatjaNeural,die Globalisierung
057518caed71be2b.mp3,de-DE,de-DE-KatjaNeural,Das ist sehr gegenseitig.
05762213a8b95a23.mp3,de-DE,de-DE-KatjaNeural,Der Hauptbereich der Firma ist der Vertrieb.
0587abfc8b5e0a98.mp3,de-DE,de-DE-KatjaNeural,hatte protokolliert
0589e093de3521a4.mp3,de-DE,de-DE-KatjaNeural,der Sommer
058d0d342837796a.mp3,de-DE,de-DE-KatjaNeural,Das Kleid ist rot.
058f004052262c60.mp3,de-DE,de-DE-KatjaNeural,bescheiden
058f1a405226588e.mp3,de-DE,de-DE-KatjaNeural,bescheidet
058fc502ebf09368.mp3,de-DE,de-DE-KatjaNeural,hatte ausgerutscht
05bab5f224bb6d0d.mp3,de-DE,de-DE-KatjaNeural,biss
05bd638fad15329b.mp3,de-DE,de-DE-KatjaNeural,teuer
05c0a25f3ab476c8.mp3,de-DE,de-DE-KatjaNeural,Die Strecke ist 50 Kilometer lang.
05c4e1eff18810c3.mp3,de-DE,de-DE-KatjaNeural,"Bach, der, -""e"
05d0e7b788293beb.mp3,de-DE,de-DE-KatjaNeural,streitet sich
05d4a62539e1fbcc.mp3,de-DE,de-DE-KatjaNeural,war abgelaufen
05d6abcb1f4b1ef0.mp3,de-DE,de-DE-KatjaNeural,Die Zeitungsmeldung über den Unfall war kurz.
05d7c2b2e9bb50c7.mp3,de-DE,de-DE-KatjaNeural,"das Prüfstück, -e"
05f47e953cb1ddfa.mp3,de-DE,de-DE-KatjaNeural,Was ist der Grund für deine Verspätung?
060b90b88c6db123.mp3,de-DE,de-DE-KatjaNeural,wettbewerbsfähig
0611a759ed6345bc.mp3,de-DE,de-DE-KatjaNeural,Der Sachbearbeiter hilft mir.
06198295055e68e0.mp3,de-DE,de-DE-KatjaNeural,Die Einkaufsstraße ist voll.
061a1713d76385d2.mp3,de-DE,de-DE-KatjaNeural,hat gelächet
061e78052e43b27c.mp3,de-DE,de-DE-KatjaNeural,Wir machten an der Raststätte eine Pause.
061fa3ad04f30852.mp3,de-DE,de-DE-KatjaNeural,hat eingeführt
0621dc5ad61641ed.mp3,de-DE,de-DE-KatjaNeural,Wir haben eine Pause.
062ff721e337b05b.mp3,de-DE,de-DE-KatjaNeural,"das Gewerbeamt, -er"
06307854c4746555.mp3,de-DE,de-DE-KatjaNeural,"das Zweigwerk, -e"
06373d815bebd9d7.mp3,de-DE,de-DE-KatjaNeural,"der E-Learning-Kurs, -e"
0640315dd3844e12.mp3,de-DE,de-DE-KatjaNeural,Das ständige Klingeln ist nervig.
0645b0e3e9ee7974.mp3,de-DE,de-DE-KatjaNeural,Während der Betriebsruhe wird nicht gearbeitet.
064768bb78ebdbcc.mp3,de-DE,de-DE-KatjaNeural,Die Absolventin sucht einen Job.
0665f96b82669af4.mp3,de-DE,de-DE-KatjaNeural,"die Überweisung, -en"
066a605e292b2942.mp3,de-DE,de-DE-KatjaNeural,Leider ist etwasas dazwischengekommen.
066aa970d6763d0e.mp3,de-DE,de-DE-KatjaNeural,hatte bekommen
066c5b17cf8dee77.mp3,de-DE,de-DE-KatjaNeural,Er fährt oft los.
066cd7e4dc0260e2.mp3,de-DE,de-DE-KatjaNeural,"die Pizza, -s oder Pizzen"
067163bd4ede5083.mp3,de-DE,de-DE-KatjaNeural,hatte angeboten
067772901d852240.mp3,de-DE,de-DE-KatjaNeural,wunderschön
067ef062f068a525.mp3,de-DE,de-DE-KatjaNeural,Ich bin bei der Krankenkasse.
068493e52558a019.mp3,de-DE,de-DE-KatjaNeural,macht auf
0684a6e52558c062.mp3,de-DE,de-DE-KatjaNeural,macht aus
06951776562a4948.mp3,de-DE,de-DE-KatjaNeural,die Forschung und Entwicklung (Sg.)
069d8b28f95ab62e.mp3,de-DE,de-DE-KatjaNeural,"der Mitarbeiter, -"
069e4db779bf4c01.mp3,de-DE,de-DE-KatjaNeural,hatte gequetscht
06b48a54d64908cd.mp3,de-DE,de-DE-KatjaNeural,Fast Food ist ungesund.
06b6628577c0e6ba.mp3,de-DE,de-DE-KatjaNeural,hat verschoben
06bba2566af86563.mp3,de-DE,de-DE-KatjaNeural,zerbricht
06bc666b564e1eab.mp3,de-DE,de-DE-KatjaNeural,Sie nennt ihn ihren Helden.
06bf71d2a697c854.mp3,de-DE,de-DE-KatjaNeural,"Luftverschmutzung, die, Sg."
06c7d997d98ad32a.mp3,de-DE,de-DE-KatjaNeural,ausstatten
06cdcf3023333fdb.mp3,de-DE,de-DE-KatjaNeural,Nach der Krise braucht das Unternehmen eine Neuorientierung.
06d16920d189dcec.mp3,de-DE,de-DE-KatjaNeural,gesetzlich
06d49439a013a4bc.mp3,de-DE,de-DE-KatjaNeural,"Fahrbahn, die, -en"
06d5119922f36f78.mp3,de-DE,de-DE-KatjaNeural,schlief ein
06e4f895bd5b4713.mp3,de-DE,de-DE-KatjaNeural,montierte
06ea56ef28306b30.mp3,de-DE,de-DE-KatjaNeural,Erfahrung haben mit
