filename,locale,voice,text
01cae33e55f83764.mp3,uk-UA,uk-UA-PolinaNeural,Працювати в умовах цейтноту стресово.
01cfb2493940196e.mp3,uk-UA,uk-UA-PolinaNeural,страхування
01d291b0dec81634.mp3,uk-UA,uk-UA-PolinaNeural,Розмір жорсткого диска важливий.
01e20fe65025ac87.mp3,uk-UA,uk-UA-PolinaNeural,гарантувати; забезпечувати
01e21e3f370cd02a.mp3,uk-UA,uk-UA-PolinaNeural,У Німеччині обов'язкова шкільна освіта.
01e32001607257a3.mp3,uk-UA,uk-UA-PolinaNeural,заміна шин
01ecb6f7a7d9b4af.mp3,uk-UA,uk-UA-PolinaNeural,Ми працюємо в команді.
01f6876e0d88b3d3.mp3,uk-UA,uk-UA-PolinaNeural,заразний
01ff61c2d064f6d3.mp3,uk-UA,uk-UA-PolinaNeural,пошкоджувати
0207aa0b5722893b.mp3,uk-UA,uk-UA-PolinaNeural,великогабаритний відходи
020cab260cf2fcdf.mp3,uk-UA,uk-UA-PolinaNeural,командна робота
02138b065f19869e.mp3,uk-UA,uk-UA-PolinaNeural,Клієнти отримують рекламні подарунки.
0213b4f0185672fc.mp3,uk-UA,uk-UA-PolinaNeural,переказувати
0216b0ff7e1b4615.mp3,uk-UA,uk-UA-PolinaNeural,Робоче навантаження високе.
021e755a0efe46d0.mp3,uk-UA,uk-UA-PolinaNeural,поводитися з; мати справу з
022a926167e4a17b.mp3,uk-UA,uk-UA-PolinaNeural,протипожежний захист
022b4826978a6cef.mp3,uk-UA,uk-UA-PolinaNeural,Моє прізвище Мюллер.
02436b694a160fde.mp3,uk-UA,uk-UA-PolinaNeural,Фільм закінчився.
0243c31eb5ece4e0.mp3,uk-UA,uk-UA-PolinaNeural,Я отримав дзвінок з фірми.
02459c4d0553e3a7.mp3,uk-UA,uk-UA-PolinaNeural,тема рядок
025c7f3c2433dd22.mp3,uk-UA,uk-UA-PolinaNeural,Футболка синя.
027e0a0b78866d42.mp3,uk-UA,uk-UA-PolinaNeural,Продавець продає товар.
027ea37670e08a78.mp3,uk-UA,uk-UA-PolinaNeural,міські комунальні служби
028830860fdf1aa0.mp3,uk-UA,uk-UA-PolinaNeural,У мене обідня перерва.
0288cc5bbd78bbbd.mp3,uk-UA,uk-UA-PolinaNeural,Моя мама готує.
02904557938c976b.mp3,uk-UA,uk-UA-PolinaNeural,Продукт виконує всі вимоги.
0292f4fa03777210.mp3,uk-UA,uk-UA-PolinaNeural,велодоріжка
029371b00d2c1105.mp3,uk-UA,uk-UA-PolinaNeural,Хмара біла.
029510d6d7422e7d.mp3,uk-UA,uk-UA-PolinaNeural,торгова площа
029f2abb76278f48.mp3,uk-UA,uk-UA-PolinaNeural,хлопчик
02a6a55c91c5815a.mp3,uk-UA,uk-UA-PolinaNeural,у жодному разі
02b221a4ac2bbe9f.mp3,uk-UA,uk-UA-PolinaNeural,Аптечка у ванній.
02b9286b98eda058.mp3,uk-UA,uk-UA-PolinaNeural,У центрі професійної інформації можна дізнатися про професії.
02cd872f90f42bf1.mp3,uk-UA,uk-UA-PolinaNeural,нова закупівля
02dada7ab2e6238f.mp3,uk-UA,uk-UA-PolinaNeural,я сам ремонтую
02dc50a7864e6a79.mp3,uk-UA,uk-UA-PolinaNeural,піаніно
02e328ac87127304.mp3,uk-UA,uk-UA-PolinaNeural,з радістю очікувати на
02ee861452d392c0.mp3,uk-UA,uk-UA-PolinaNeural,Abitur; атестат зрілості
02fda4929a948416.mp3,uk-UA,uk-UA-PolinaNeural,симпатичний
0304993d9e428c13.mp3,uk-UA,uk-UA-PolinaNeural,соціальний демократичний
03101810f220fc1b.mp3,uk-UA,uk-UA-PolinaNeural,група продовженого дня
03102451c3bb0719.mp3,uk-UA,uk-UA-PolinaNeural,Я говорю трохи іспанською.
031150b83ca96d61.mp3,uk-UA,uk-UA-PolinaNeural,публікувати
031e09b981eb98f2.mp3,uk-UA,uk-UA-PolinaNeural,У мене все добре.
0323bf06ab34a284.mp3,uk-UA,uk-UA-PolinaNeural,кадровий консультант
032a35c6983225e6.mp3,uk-UA,uk-UA-PolinaNeural,приймальня; рецепція
033b30f0f38f3027.mp3,uk-UA,uk-UA-PolinaNeural,один із батьків
034092a3d9780f4d.mp3,uk-UA,uk-UA-PolinaNeural,Ми обговорюємо клуб садівників на курсі.
03489574c7f07033.mp3,uk-UA,uk-UA-PolinaNeural,Рослини на балконі потребують води.
0350fe7ead487a16.mp3,uk-UA,uk-UA-PolinaNeural,Вона запускає програму.
0351648862b11ff9.mp3,uk-UA,uk-UA-PolinaNeural,повідомити
035aee1059ca2845.mp3,uk-UA,uk-UA-PolinaNeural,вихідні
035f75a1d3b47d22.mp3,uk-UA,uk-UA-PolinaNeural,Компанія відзначає 50-річний ювілей.
0370fb71469456b7.mp3,uk-UA,uk-UA-PolinaNeural,відправляти
0376bf05193e256d.mp3,uk-UA,uk-UA-PolinaNeural,об'їзд; об'їзд
0380a233a8da91ca.mp3,uk-UA,uk-UA-PolinaNeural,Свято в суботу.
038fc48c4f47294c.mp3,uk-UA,uk-UA-PolinaNeural,Я дарую мамі квіти.
03a259f309b630a2.mp3,uk-UA,uk-UA-PolinaNeural,Пенсійний вік важливий.
03a4547e1fd309fc.mp3,uk-UA,uk-UA-PolinaNeural,Новий колега пригощає команду.
03b7fb9db7ea6359.mp3,uk-UA,uk-UA-PolinaNeural,Замовлення на ремонт було розміщено.
03c2e73614a3fe72.mp3,uk-UA,uk-UA-PolinaNeural,Вона дуже добре грає на піаніно.
03ddee24b2a4c17c.mp3,uk-UA,uk-UA-PolinaNeural,розуміти; простежувати
03dfbc0a046933ab.mp3,uk-UA,uk-UA-PolinaNeural,якість
03e1e4c8881f59e5.mp3,uk-UA,uk-UA-PolinaNeural,Забезпечення якості – важлива галузь.
0411ab00383a23f4.mp3,uk-UA,uk-UA-PolinaNeural,Заявку було схвалено.
0414de5f3bd5878e.mp3,uk-UA,uk-UA-PolinaNeural,У мене є сумніви щодо плану.
041d47dbc0a9ab45.mp3,uk-UA,uk-UA-PolinaNeural,відпадати; зникати
041e83d614b6b9e4.mp3,uk-UA,uk-UA-PolinaNeural,лобове скло
04252dc0202242b2.mp3,uk-UA,uk-UA-PolinaNeural,камера
0428dc72a6bb15ac.mp3,uk-UA,uk-UA-PolinaNeural,Правила ведення розмови слід дотримуватися.
0429516296fc1214.mp3,uk-UA,uk-UA-PolinaNeural,поверховий
042f3901f610dba5.mp3,uk-UA,uk-UA-PolinaNeural,відповідний; належний
0431482adacee9ec.mp3,uk-UA,uk-UA-PolinaNeural,Ми обговорюємо дрібницю на курсі.
0439b2c33d8d8c4c.mp3,uk-UA,uk-UA-PolinaNeural,Я прибираю у ванній.
043cf29b6ff343e9.mp3,uk-UA,uk-UA-PolinaNeural,стажер; учень
043dbeefb3cbaddc.mp3,uk-UA,uk-UA-PolinaNeural,довговічний
0461ed99cbeafd9a.mp3,uk-UA,uk-UA-PolinaNeural,невигідний
0464004ed8e57dbd.mp3,uk-UA,uk-UA-PolinaNeural,шпалери
046a43f30c43223c.mp3,uk-UA,uk-UA-PolinaNeural,Це виявляється помилкою.
046a52d9ac861d39.mp3,uk-UA,uk-UA-PolinaNeural,завершення
0474492fc1b736ce.mp3,uk-UA,uk-UA-PolinaNeural,погіршувати; впливати
0475fd7d1cc7b582.mp3,uk-UA,uk-UA-PolinaNeural,Вона інтегрує інструмент у курс.
04775d402f1a32fa.mp3,uk-UA,uk-UA-PolinaNeural,Плита вимкнена.
0477a71315567f17.mp3,uk-UA,uk-UA-PolinaNeural,зберігати
0478458c57e66fdc.mp3,uk-UA,uk-UA-PolinaNeural,пересідати; переходити
047b0bb9fbb234b9.mp3,uk-UA,uk-UA-PolinaNeural,Лікар робить щеплення від грипу.
047c2f6b1c7c02ba.mp3,uk-UA,uk-UA-PolinaNeural,невимушений
047ded0235ade8d5.mp3,uk-UA,uk-UA-PolinaNeural,активний
0480ad5ef9122188.mp3,uk-UA,uk-UA-PolinaNeural,газ педаль
0481f5638c89d58a.mp3,uk-UA,uk-UA-PolinaNeural,Проспекти знаходяться на ресепшені.
048aa9cf78782622.mp3,uk-UA,uk-UA-PolinaNeural,Це дуже динамічний.
0493e211621833a3.mp3,uk-UA,uk-UA-PolinaNeural,Я повертаю ліворуч (вмикаю поворотник).
0493fa0a54f71376.mp3,uk-UA,uk-UA-PolinaNeural,надсилати; транслювати
04a613c9709c4aee.mp3,uk-UA,uk-UA-PolinaNeural,медіа світ
04af26bce56c1877.mp3,uk-UA,uk-UA-PolinaNeural,раптом
04b6f68340131393.mp3,uk-UA,uk-UA-PolinaNeural,актуальний
04b97e48a444693f.mp3,uk-UA,uk-UA-PolinaNeural,Каршеринг – екологічна альтернатива.
04c25d1230408f36.mp3,uk-UA,uk-UA-PolinaNeural,Ми їдемо до аеропорту.
04c5b5d381fa9de8.mp3,uk-UA,uk-UA-PolinaNeural,сфера завдань
04d1e3e016ece2eb.mp3,uk-UA,uk-UA-PolinaNeural,Ми говоримо про компонент.
04d31a185a9b0928.mp3,uk-UA,uk-UA-PolinaNeural,Постачальник поставив товар вчасно.
04d55dfc41bd52f2.mp3,uk-UA,uk-UA-PolinaNeural,витрати; затрати
04e1d8249bb4b1cf.mp3,uk-UA,uk-UA-PolinaNeural,антифриз
04f354ee3d723f14.mp3,uk-UA,uk-UA-PolinaNeural,У мене є базові знання англійської.
05014fa185042688.mp3,uk-UA,uk-UA-PolinaNeural,місто радник; депутат ради
0502fdbccf33785d.mp3,uk-UA,uk-UA-PolinaNeural,Це місце вільне.
0505b51880e47c53.mp3,uk-UA,uk-UA-PolinaNeural,клієнт
0513315326bc7852.mp3,uk-UA,uk-UA-PolinaNeural,Існують різні можливості фінансування.
05142667677a33c0.mp3,uk-UA,uk-UA-PolinaNeural,більшість
05147ea4caca2c1c.mp3,uk-UA,uk-UA-PolinaNeural,Робочі будні часто напружені.
0520d6bb1eebd71d.mp3,uk-UA,uk-UA-PolinaNeural,Ти можеш бути з нами / брати участь?
052efd88bdf798f2.mp3,uk-UA,uk-UA-PolinaNeural,кількість
052ffad0f103e7e5.mp3,uk-UA,uk-UA-PolinaNeural,закривати; блокувати
0531dd497b6a4f8e.mp3,uk-UA,uk-UA-PolinaNeural,Вона живе в будинку для літніх.
05332a3ea29388c4.mp3,uk-UA,uk-UA-PolinaNeural,Ми обговорюємо похід на курсі.
0534830340dc26e5.mp3,uk-UA,uk-UA-PolinaNeural,Я надсилаю запрошення поштою.
05352532a0caf01c.mp3,uk-UA,uk-UA-PolinaNeural,Ми йдемо в кафе.
0535fb2666fa657a.mp3,uk-UA,uk-UA-PolinaNeural,Він веде розмову з клієнтом.
0538af5b27a8b000.mp3,uk-UA,uk-UA-PolinaNeural,чому
0566907d0f30cb4d.mp3,uk-UA,uk-UA-PolinaNeural,Дедалі більше людей відмовляються від автомобіля.
0567f7168a06edbf.mp3,uk-UA,uk-UA-PolinaNeural,Листоноша приносить листи.
056db111813a27b9.mp3,uk-UA,uk-UA-PolinaNeural,набувати знань
056df827ca56ac2b.mp3,uk-UA,uk-UA-PolinaNeural,гучний
056e8827e0bbee63.mp3,uk-UA,uk-UA-PolinaNeural,нафта
0576bd97a47de6e6.mp3,uk-UA,uk-UA-PolinaNeural,Начальник затверджує відпустку.
057ee73aa8e03f55.mp3,uk-UA,uk-UA-PolinaNeural,сільське господарство
05981c2cc52181e0.mp3,uk-UA,uk-UA-PolinaNeural,завдання; направлення; Einsatz
05a75d594dd8e6ee.mp3,uk-UA,uk-UA-PolinaNeural,Публіка голосно аплодувала.
05a885e8563a02a6.mp3,uk-UA,uk-UA-PolinaNeural,у когось зв'язані руки
05ab610e5456d838.mp3,uk-UA,uk-UA-PolinaNeural,Конституція захищає основні права.
05ab639929105aab.mp3,uk-UA,uk-UA-PolinaNeural,борги з оренди
05aecd7e1f674885.mp3,uk-UA,uk-UA-PolinaNeural,Прибуття о 10 годині.
05b015875a7d25a7.mp3,uk-UA,uk-UA-PolinaNeural,Іноді я їм піцу.
05cdeb02eef07b24.mp3,uk-UA,uk-UA-PolinaNeural,назад
05da40977edcc7aa.mp3,uk-UA,uk-UA-PolinaNeural,муніципальний вибори
05dcc0bef78ad098.mp3,uk-UA,uk-UA-PolinaNeural,приватна школа
05ed140dd7e21822.mp3,uk-UA,uk-UA-PolinaNeural,Роздільний збір сміття допомагає переробці.
05f3558d38c5c18d.mp3,uk-UA,uk-UA-PolinaNeural,Недолік – розмір.
0616d8caa77845ec.mp3,uk-UA,uk-UA-PolinaNeural,усувати щось
0625ae5daf699139.mp3,uk-UA,uk-UA-PolinaNeural,плита
06262c02237657ab.mp3,uk-UA,uk-UA-PolinaNeural,Будівельний проект важливий.
0634baab3470ffb8.mp3,uk-UA,uk-UA-PolinaNeural,Я купую м'ясо в м'ясній крамниці.
0637ed10027c4465.mp3,uk-UA,uk-UA-PolinaNeural,Пристрій має дефект.
0647090ac849cd3a.mp3,uk-UA,uk-UA-PolinaNeural,можливість
064a3671248e531b.mp3,uk-UA,uk-UA-PolinaNeural,У мене є мобільний інтернет на телефоні.
0652ea171a5a40aa.mp3,uk-UA,uk-UA-PolinaNeural,згода; погодження
06568ee10f3dd592.mp3,uk-UA,uk-UA-PolinaNeural,баланс; кредит на рахунку
065f43389ae5369d.mp3,uk-UA,uk-UA-PolinaNeural,Я хочу скинути кілька кілограмів.
066b1164cb082a6f.mp3,uk-UA,uk-UA-PolinaNeural,склад шин
068b2d39270cee98.mp3,uk-UA,uk-UA-PolinaNeural,поліцейський/поліцейська
068b6386f02dfc26.mp3,uk-UA,uk-UA-PolinaNeural,Стан справ хороший.
068e46d1ed5cc987.mp3,uk-UA,uk-UA-PolinaNeural,зберігати; накопичувати
06a605e79907718c.mp3,uk-UA,uk-UA-PolinaNeural,телебачення
06adf332cc964832.mp3,uk-UA,uk-UA-PolinaNeural,внизу
06aeaa4604b9e866.mp3,uk-UA,uk-UA-PolinaNeural,місце вильоту
06c2cb156d2c349f.mp3,uk-UA,uk-UA-PolinaNeural,гнучкий графік
06d6bb2329820944.mp3,uk-UA,uk-UA-PolinaNeural,спеціальна ціна
06dc06bbfc85cce5.mp3,uk-UA,uk-UA-PolinaNeural,сон
06e93dc986e44ac1.mp3,uk-UA,uk-UA-PolinaNeural,Скло легко ламається.
06ff8097d54e886c.mp3,uk-UA,uk-UA-PolinaNeural,надавач послуг
070243cdfab486be.mp3,uk-UA,uk-UA-PolinaNeural,Я бачу інформацію про кредитоспроможність.
0706c69c758dbc00.mp3,uk-UA,uk-UA-PolinaNeural,здійснювати; робити
070f3168869a9a63.mp3,uk-UA,uk-UA-PolinaNeural,цікавитися
0715bf5364c03e94.mp3,uk-UA,uk-UA-PolinaNeural,онлайн-покупка; купівля в інтернеті
072039113c1ed1c6.mp3,uk-UA,uk-UA-PolinaNeural,початок
072e5eded7ce8970.mp3,uk-UA,uk-UA-PolinaNeural,робоче місце
073f34e66749c25b.mp3,uk-UA,uk-UA-PolinaNeural,Це дуже обов'язково.
073fe34a719c0f97.mp3,uk-UA,uk-UA-PolinaNeural,Я чекаю в залі очікування.
074241c7e22331e4.mp3,uk-UA,uk-UA-PolinaNeural,Корпоратив відбудеться влітку.
075bc77966fc3e19.mp3,uk-UA,uk-UA-PolinaNeural,Ми робимо покупки в супермаркеті.
0777bea5951abf8d.mp3,uk-UA,uk-UA-PolinaNeural,лакувати; фарбувати
077a1eb73530b25a.mp3,uk-UA,uk-UA-PolinaNeural,стоматолог
0790461540a60e0f.mp3,uk-UA,uk-UA-PolinaNeural,можливість застосування; можливість використання
0795e088ef31eb85.mp3,uk-UA,uk-UA-PolinaNeural,Король тут важливий.
079a4d9212567b78.mp3,uk-UA,uk-UA-PolinaNeural,меблі
07a20cfe154f04d4.mp3,uk-UA,uk-UA-PolinaNeural,тихий; тихо
07a33ee050c54a9a.mp3,uk-UA,uk-UA-PolinaNeural,набувати щось
07a5484b92c93a76.mp3,uk-UA,uk-UA-PolinaNeural,оголошення
07af151ceebb9651.mp3,uk-UA,uk-UA-PolinaNeural,"Авіаперевезення швидші, але дорожчі."
07b63b88dabd13fd.mp3,uk-UA,uk-UA-PolinaNeural,Червень – шостий місяць.
07c1d5b8f0668801.mp3,uk-UA,uk-UA-PolinaNeural,Це дуже унікальний / одноразовий.
07c834d8aa216065.mp3,uk-UA,uk-UA-PolinaNeural,"Він говорить і англійською, і німецькою."
07d5532becc1aa7f.mp3,uk-UA,uk-UA-PolinaNeural,скасовуватися; виходити з ладу
07e7ce4e608398f0.mp3,uk-UA,uk-UA-PolinaNeural,переробляти
07f037fe7c41d8e2.mp3,uk-UA,uk-UA-PolinaNeural,залишатися
07f53fc649fd2f60.mp3,uk-UA,uk-UA-PolinaNeural,впадати в око; виділятися
07fc1411ddbab1db.mp3,uk-UA,uk-UA-PolinaNeural,отримувати
07ff3b3724656240.mp3,uk-UA,uk-UA-PolinaNeural,надавати можливість
0803a38ad0097e0f.mp3,uk-UA,uk-UA-PolinaNeural,орієнтуватися на
080b9e9880fcb97f.mp3,uk-UA,uk-UA-PolinaNeural,їхати; керувати транспортом
08144707d1142ece.mp3,uk-UA,uk-UA-PolinaNeural,Установа догляду добре обладнана.
0819b44c13f530f8.mp3,uk-UA,uk-UA-PolinaNeural,"Так, у нас є час."
08215f4528f68932.mp3,uk-UA,uk-UA-PolinaNeural,ім’я
0821d17d691a1ee7.mp3,uk-UA,uk-UA-PolinaNeural,Він несе відповідальність за багатьох працівників.
08229be74508dc02.mp3,uk-UA,uk-UA-PolinaNeural,Стіл коричневий.
08253fd1707eef06.mp3,uk-UA,uk-UA-PolinaNeural,підійматися на гору
082690dce98c0b3b.mp3,uk-UA,uk-UA-PolinaNeural,Додаток дуже корисний.
082e0c657521ca79.mp3,uk-UA,uk-UA-PolinaNeural,Попереджувальний знак показує небезпеку.
083c34fed6130c1a.mp3,uk-UA,uk-UA-PolinaNeural,На канікулах ми їдемо до моря.
083eefdbba1a704d.mp3,uk-UA,uk-UA-PolinaNeural,онлайн магазин; онлайн бізнес
0841edaa376b4224.mp3,uk-UA,uk-UA-PolinaNeural,У мене теж все добре.
08438ba1eae027ed.mp3,uk-UA,uk-UA-PolinaNeural,щодня
0856e6a118e81b91.mp3,uk-UA,uk-UA-PolinaNeural,зайнятість; робота
085d7672b2c93df4.mp3,uk-UA,uk-UA-PolinaNeural,Як ви відчуваєте атмосферу?
085f5f895a1e2c95.mp3,uk-UA,uk-UA-PolinaNeural,кінь
0860435da7766545.mp3,uk-UA,uk-UA-PolinaNeural,цікавий
086156aa619c1d9b.mp3,uk-UA,uk-UA-PolinaNeural,площа; поверхня
0868f2d1bfc2b437.mp3,uk-UA,uk-UA-PolinaNeural,Вона вирішила звільнитися.
086d1f5f82fc475f.mp3,uk-UA,uk-UA-PolinaNeural,тримати; утримувати
088063c4a9591232.mp3,uk-UA,uk-UA-PolinaNeural,консультантка з працевлаштування
088d7ecd581ac6f2.mp3,uk-UA,uk-UA-PolinaNeural,припускається
0897eae9a6aa0929.mp3,uk-UA,uk-UA-PolinaNeural,Смартфон вже неможливо уявити без мого повсякденного життя.
089c43154bc4d4d3.mp3,uk-UA,uk-UA-PolinaNeural,Телесеріал має 10 сезонів.
089c6013f9d191d0.mp3,uk-UA,uk-UA-PolinaNeural,Відправник у верхньому лівому куті.
089dc79b1111a019.mp3,uk-UA,uk-UA-PolinaNeural,Він не міг приховати свого розчарування.
08aa1a70465c33a7.mp3,uk-UA,uk-UA-PolinaNeural,Упаковка екологічна.
08b1573bc6be0c55.mp3,uk-UA,uk-UA-PolinaNeural,витрачати; видавати
08baf494a8e4db9c.mp3,uk-UA,uk-UA-PolinaNeural,почати розмову одне з одним
08be3c214280d768.mp3,uk-UA,uk-UA-PolinaNeural,чистити
08cb3e07e38959bd.mp3,uk-UA,uk-UA-PolinaNeural,інженерка-агроном; аграрна інженерка
08d9d16a520709d6.mp3,uk-UA,uk-UA-PolinaNeural,Ми обговорюємо гарантію на курсі.
08df451edb58b097.mp3,uk-UA,uk-UA-PolinaNeural,міцний; довговічний
08ffec28a2cfbff7.mp3,uk-UA,uk-UA-PolinaNeural,замовниця
0907a528b638f406.mp3,uk-UA,uk-UA-PolinaNeural,бізнес засновник
0908cc6d04e9e8e4.mp3,uk-UA,uk-UA-PolinaNeural,виклик; труднощі
090f25bb5394977e.mp3,uk-UA,uk-UA-PolinaNeural,Основа демократії – свобода слова.
091b350b02c54efa.mp3,uk-UA,uk-UA-PolinaNeural,Його сильна сторона – спілкування.
091ee636cd19fb9d.mp3,uk-UA,uk-UA-PolinaNeural,Лютий – другий місяць.
092fb010ea26c093.mp3,uk-UA,uk-UA-PolinaNeural,Урожай цього року був дуже хорошим.
09393de5d0f4166b.mp3,uk-UA,uk-UA-PolinaNeural,кар'єрна можливість
093d05030d0c8634.mp3,uk-UA,uk-UA-PolinaNeural,бути товстим
094dbfab62541c05.mp3,uk-UA,uk-UA-PolinaNeural,Я підписую трудовий договір.
094eb3aa3b977f14.mp3,uk-UA,uk-UA-PolinaNeural,Ми обговорюємо допомогу з прибуткового податку на курсі.
094ef89b4606391c.mp3,uk-UA,uk-UA-PolinaNeural,Травма несерйозна.
094f20aa19dd8740.mp3,uk-UA,uk-UA-PolinaNeural,Велосипед екологічний.
094f2d00c1085715.mp3,uk-UA,uk-UA-PolinaNeural,Я тренуюся три рази на тиждень.
09576f60c5a45299.mp3,uk-UA,uk-UA-PolinaNeural,могти; мати дозвіл
095c08c1f358de52.mp3,uk-UA,uk-UA-PolinaNeural,важити; колисати
09623910f772eca6.mp3,uk-UA,uk-UA-PolinaNeural,професійний шлях
0969e2b195adfbdd.mp3,uk-UA,uk-UA-PolinaNeural,керівництво компанії
0973f9c008b571bf.mp3,uk-UA,uk-UA-PolinaNeural,Це дуже пенсіонер.
0975e8fbee2a129b.mp3,uk-UA,uk-UA-PolinaNeural,бажаний
0984fd1a9fa55621.mp3,uk-UA,uk-UA-PolinaNeural,Заповнення вакансії часто буває важким.
0989c782debb2351.mp3,uk-UA,uk-UA-PolinaNeural,торгова вулиця
0995269f35d156fd.mp3,uk-UA,uk-UA-PolinaNeural,Я бачу няню.
099c2ba4be35c561.mp3,uk-UA,uk-UA-PolinaNeural,міняти; обмінювати
099c80b9fbb1a0bc.mp3,uk-UA,uk-UA-PolinaNeural,Культура міста різноманітна.
